珠光	0.5103	49
影音	0.0247	36
cable	0.0224	71
latitude	0.0444	79
电脑	0.1227	3060
公对母	0.0639	300
法兰盘	0.01	29
真正	0.0054	27
青春	0.2366	280
haier	0.1973	16
网格	0.0832	18
yomo	0.0659	1587
1700	0.2777	14
儒雅	0.2745	10
充电器线	0.0229	43
传输	0.0225	155
水下	0.1063	11
转接头	0.0857	250
nokia	0.5213	48
蓝光	0.1613	662
空气	0.188	10
星球	0.0445	13
手腕包	0.0993	14
阻燃	0.032	89
galaxy	0.2025	474
礼盒	0.8082	39
品质	0.054	28
保护	0.1306	2000
质感	0.0379	404
抗震	0.0505	18
新机	0.5193	10
安普	0.0399	251
石墨	0.0773	65
高清	0.1401	2440
钱包	0.0469	19
0.5mm	0.0938	20
外置	0.0727	144
翻盖	0.0861	328
流沙	0.1756	26
多彩	0.0831	26
14.8	0.5403	19
针对	0.1162	12
工业	0.0161	16
游戏机	0.0453	22
micro	0.0486	77
导体	0.0038	88
皓月	0.4715	16
rock	0.158	306
路由器	0.0471	226
荣耀	0.2684	1424
超极本	0.0924	10
haile	0.0427	148
扩展坞	0.072	32
优雅	0.1179	37
宝蓝色	0.0332	22
ideapad	0.1699	26
电线	0.0771	69
布拉格	0.037	29
银色	0.2282	697
星光	0.3465	12
家庭	0.0343	26
0020	0.0348	16
成品	0.075	310
放大	0.0206	25
手机壳	0.0873	7624
多层	0.0	12
9010	0.0101	11
开运	0.0496	28
功放	0.0461	233
插画	0.0561	103
显存	0.2278	28
logo	0.0271	34
迷雾	0.0735	10
智能	0.1662	200
固定	0.0679	38
韧性	0.1603	11
艾菲	0.0048	23
xplay	0.063	39
扎线	0.1603	11
原装	0.0935	248
space	0.0284	13
自带	0.0209	16
toslink	0.0516	52
花园	0.0501	20
康达	0.0673	13
手动	0.0859	19
施耐德	0.034	12
抗干扰	0.026	24
mate	0.1885	312
revofree	0.0127	50
健康	0.2646	20
发烧	0.0257	81
防撞	0.0574	11
贴皮	0.0677	19
套餐	0.0	20
显卡	0.0973	78
图拉斯	0.1228	30
硬盘	0.1721	167
背夹	0.0376	11
背膜	0.2717	52
压线	0.0655	23
淘气	0.0	10
暗夜	0.329	26
窗花	0.0371	18
莫凡	0.1093	243
镀银	0.0926	22
3150	0.0976	11
工程	0.0402	196
化蝶	0.0308	28
御品	0.0257	10
可拆卸	0.1249	19
易驱	0.0646	34
端子	0.0614	22
通透	0.0593	13
smorss	0.1578	143
momax	0.1375	96
3010	0.5941	13
共享器	0.059	20
分线器	0.0994	552
女包	0.0	17
pcie	0.6195	29
小牛	0.5219	36
马卡龙	0.0557	12
增强	0.2099	10
手机袋	0.0519	37
海尔	0.1922	17
水晶头	0.0437	376
1003	0.0956	12
1001	0.1252	18
1000	0.0812	25
测试仪	0.0686	12
情侣	0.1504	69
耳机	0.0846	410
汽车	0.0707	45
字画	0.0048	23
标志	0.0892	10
500r	0.3366	11
漫威	0.0632	10
oppoa	0.0709	18
it-ceo	0.1082	166
印第安	0.0652	13
无氧	0.0322	404
蓝色	0.0901	549
腰包	0.0692	18
对接	0.0792	12
oppor	0.0872	168
上海	0.3111	46
音频	0.0641	423
射频线	0.0346	13
7200转	0.1466	20
14.0	0.3101	90
麦克风	0.1113	123
摩天轮	0.0566	28
2050	0.0111	10
套件	0.1689	10
3197	0.1617	15
菲伯尔	0.0	10
充电	0.0502	168
sstp	0.0111	30
一年	0.0696	12
跑步	0.0901	58
散热	0.0468	32
闭路线	0.0244	17
珊瑚	0.3518	11
边款	0.1204	38
奥睿科	0.097	178
原力	0.5953	22
连接器	0.0688	176
话筒	0.0748	69
闪存	0.3892	27
高速	0.0563	941
防尘塞	0.1185	51
电视	0.0505	736
philips	0.1597	61
硅胶	0.1122	2090
标签	0.0893	19
显示器	0.0449	545
双通	0.5154	63
一拖三	0.1555	11
巴黎	0.0938	16
墙钉	0.1042	12
高透	0.1706	225
美图	0.3595	62
jasun	0.0138	30
防震	0.1695	38
支持	0.0686	326
请勿	0.0	12
浅绿	0.0349	27
酷派	0.2548	120
灵动	0.2791	14
不一样	0.1058	10
ipad	0.057	20
oppo	0.1137	695
lenovo	0.2332	269
两用	0.0111	10
以下	0.0564	17
服务	0.2226	11
丝印	0.0682	49
早安	0.0111	10
声道	0.0485	19
一分三	0.1661	13
小米	0.2178	1794
四阶	0.0876	12
可爱	0.0509	73
笔记本	0.1679	2165
玻璃膜	0.1452	1940
华为	0.1571	2675
轻便	0.0721	11
mini	0.1754	216
gssd	0.2139	311
全屏	0.1321	2900
信息	0.0217	41
薄荷绿	0.166	20
皮套	0.0685	564
扩展器	0.0407	30
月光银	0.9677	31
顽石	0.286	45
支架	0.0704	563
maiwo	0.0	11
spectre	0.2809	21
卡片	0.0	18
防尘	0.0396	32
pihen	0.0643	73
超值	0.5265	20
菱格	0.0376	11
适用	0.1164	3832
红米	0.2661	693
4000	0.4509	20
接线	0.0605	32
透明	0.1152	2316
成就	0.14	35
连接	0.0571	304
商用	0.033	66
合金	0.0353	137
双层	0.0573	31
分频器	0.043	14
网口	0.1056	62
独立	0.0581	53
glam	0.0093	24
粉色	0.0995	148
枫叶	0.5063	13
磨砂	0.1056	1439
摩米士	0.1295	106
tmtx	0.2106	15
大海	0.0779	10
防摔	0.0816	4687
太空	0.1148	139
7100	0.0209	16
彩膜	0.0514	103
牛仔	0.0491	15
灰色	0.1851	470
机箱	0.0532	12
咖啡	0.1907	27
富士通	0.098	16
macbook	0.1053	316
爱情	0.0525	10
主动	0.0613	12
室内	0.0294	40
圣迪威	0.0406	305
6030	0.0503	20
自营	0.1201	74
家装	0.0185	107
蜂鸟	0.2107	25
metal	0.3691	17
玻璃	0.128	796
fujitsu	0.098	16
保护套	0.0796	6801
尊爵	0.0434	22
转换线	0.078	238
音响线	0.0386	50
6.44	0.0699	11
柔软	0.1653	34
理线器	0.0851	37
英寸	0.1335	3797
色带	0.0101	11
飞利浦	0.1955	85
阿迪达斯	0.0899	36
预约	0.6804	20
0030	0.0117	19
hdmi线	0.0715	131
指环	0.0739	464
手工	0.0	10
天语	0.3036	36
数据	0.05	175
5500	0.1877	19
海贼	0.0275	11
固态	0.2039	75
airpro	0.5046	22
认证	0.0111	10
磁环	0.0475	79
手机	0.2424	8246
鳄鱼	0.0391	14
斜挎包	0.0137	14
充电器	0.0323	111
水晶	0.138	48
sugar	0.0443	11
ringke	0.0288	23
转接器	0.0458	58
多色	0.0304	11
集线器	0.0812	545
彩色	0.1019	56
自锁	0.0864	48
防指纹	0.1379	336
biaze	0.0647	504
足迹	0.4961	33
材质	0.1775	35
台式	0.1305	85
名媛	0.0159	28
分屏器	0.0285	25
传输线	0.0568	22
天逸	0.4714	14
花瓣	0.0209	23
沃德森	0.0526	18
昭阳	0.0534	15
测试	0.0058	116
hifi	0.0272	15
刻录	0.2951	12
加粗	0.0487	22
扁线	0.0546	81
线控	0.1234	13
高纯	0.0273	53
变色	0.016	12
绿联	0.1582	211
收音机	0.0262	17
自动	0.0266	18
锋尚	0.2556	34
0.75	0.0767	10
1010	0.1461	10
单车	0.0623	29
hello	0.0341	166
伸缩	0.0852	15
自拍	0.5355	37
数据线	0.052	610
土豪	0.0479	273
新青年	0.0448	10
gram	0.0379	11
专业版	0.0343	13
6250	0.0	10
i-mu	0.1527	148
方形	0.09	16
vention	0.0407	227
超人	0.1814	10
安装	0.0379	10
象牙白	0.101	30
充电线	0.0485	97
富贵	0.0159	14
合约	0.4901	12
喇叭	0.0312	26
香槟金	0.2771	267
棒棒糖	0.2668	48
上门	0.0659	86
现代	0.0773	40
拓展	0.1864	19
siemon	0.0	21
9308	0.169	34
政府	0.0589	26
头层	0.0474	27
博扬	0.0413	110
6700	0.1494	21
9300	0.1701	84
爱普生	0.0332	11
鼠标	0.0802	110
分配器	0.0386	33
立体声	0.0717	294
流光	0.6198	81
企业	0.0669	22
华硕	0.2193	173
嫣红	0.0112	37
山泽	0.0569	560
琥珀	0.8132	15
透明壳	0.2239	51
平板电脑	0.0728	110
贴膜	0.1411	3183
软壳	0.0935	3240
铝制	0.0698	12
涂鸦	0.0544	90
声卡	0.0762	49
6015	0.0086	13
kouzi	0.1037	88
浅灰	0.0548	17
电水壶	0.0179	26
收发器	0.0028	52
双通道	0.0593	57
礼包	0.5193	10
细线	0.051	32
弯头	0.0481	128
夜光	0.1181	61
vivox	0.0912	69
花样	0.0486	16
束线带	0.1072	18
发射器	0.1735	26
飞羽	0.1004	12
便携	0.0816	103
移动	0.6174	1898
整理带	0.1253	22
插座	0.0782	68
处理器	0.3423	39
连接头	0.0594	85
网线	0.0522	1354
四核	0.1349	55
休眠	0.1414	82
9000	0.1613	36
卡农	0.0789	42
carbon	0.2611	21
啫喱	0.178	45
魔术贴	0.1389	14
防盗	0.064	10
axon	0.2468	11
直角	0.058	20
幻响	0.1527	148
大厦	0.02	28
hyundai	0.0773	40
旅行	0.0486	39
客户	0.0639	23
续航	0.0876	11
行销	0.0768	14
锤子	0.4238	137
指示灯	0.1286	12
气囊	0.1013	128
剥线	0.0762	16
电视机	0.0434	92
帝国	0.0224	30
机乐堂	0.0313	242
dvi-d	0.0691	56
几何	0.0189	16
信号线	0.0366	48
彩妆	0.2428	21
流金	0.0895	48
软膜	0.2287	70
6.35	0.0656	35
耐尔金	0.0753	569
耐磨	0.0248	214
豪华	0.3553	42
联想	0.2257	417
家电	0.0381	16
机顶盒	0.0739	166
和宏	0.0219	65
双料	0.0568	25
freeson	0.0876	330
双色	0.0125	80
炫酷	0.091	11
3002	0.1276	10
柔和	0.0254	10
桌面	0.1007	40
家用	0.0324	33
轻薄	0.1452	812
u盘	0.0761	108
闪耀	0.1223	30
读卡器	0.0928	39
束带	0.1603	11
雷电	0.058	91
一拖	0.046	43
新潮	0.4762	15
smartisan	0.551	24
0010	0.0	16
bumblebee	0.0479	66
活力	0.0835	11
标准	0.4023	160
纳米	0.2301	37
电池	0.1866	71
bees	0.0167	22
拖线板	0.1927	20
leeco	0.6265	23
法拉	0.0278	12
meitu	0.7118	26
畅享	0.2506	149
立体	0.0334	20
单肩	0.0322	23
大黄蜂	0.0686	270
9508	0.0697	14
米奇	0.114	16
特别	1.0	15
视频	0.0519	237
9500	0.2141	27
letv	0.3617	26
预售	0.9757	13
一加	0.2846	144
vga线	0.0299	170
奥莉	0.0565	12
0.15	0.1294	75
2015	0.1007	19
35mm	0.0356	40
电源	0.0702	230
9100	0.248	14
连接线	0.0549	2009
游泳	0.1376	16
抗菌	0.0768	13
2017	0.127	48
插卡	0.0699	140
快速	0.0892	10
multi	0.4533	16
线卡	0.0627	21
红色	0.1021	462
科夫	0.0673	13
电话	0.0617	98
六类	0.043	743
骑行	0.0992	19
绑带	0.1086	18
正品	0.0956	11
触屏	0.0855	42
硬盘线	0.0899	17
商务	0.1043	192
情迷	0.1251	12
碰撞	0.0148	15
1100	0.0613	18
orico	0.097	178
木纹	0.0891	26
英雄	0.0623	16
2100	0.0624	11
6050	0.0306	25
防爆	0.1233	1646
诺基亚	0.4111	64
戴尔	0.1101	239
进口	0.1128	18
llano	0.1091	47
红辣椒	0.4501	38
预装	0.2205	32
苹果	0.1044	5441
倍护	0.0	10
畅游	0.248	68
防水	0.087	42
线缆	0.0475	109
包边	0.0658	406
黑色	0.1403	3328
520t	0.0	11
背光	0.2276	109
努比亚	0.298	203
配件	0.0513	68
普罗林克	0.0064	35
德国	0.1015	20
13.3	0.2574	280
奇克摩克	0.0568	367
快乐	0.0555	11
福禄克	0.0027	81
硅胶壳	0.1043	24
双头	0.0768	31
后盖	0.0795	14
冰川	0.8027	10
7200	0.2157	372
弹簧	0.0847	19
臂带	0.0881	49
17.3	0.0952	12
主机	0.059	56
发射	0.0	15
cabos	0.0193	226
设计	0.4218	30
lite	0.0932	34
minis	0.4684	20
sanbao	0.0567	30
液态	0.0922	48
泡泡	0.0327	17
spdif	0.026	33
免提	0.0169	15
moshi	0.0455	55
扁平	0.0552	233
红光	0.0517	10
商品	0.04	15
仿真	0.0046	24
线器	0.0603	14
皮纹	0.0383	13
5200	0.177	54
耦合器	0.0115	43
影院	0.039	20
工程级	0.0269	361
拜耳	0.1128	18
五件套	0.0186	12
奇酷	0.1346	34
亲肤	0.0348	17
四代	0.294	21
escase	0.0666	958
自由	0.0555	14
魅族	0.2776	1021
nillkin	0.0753	569
15.6	0.1829	426
半透明	0.0229	57
盒子	0.1017	50
熊本	0.107	16
斜跨包	0.0	10
1605	0.3069	10
双卡	0.6565	1549
韩国	0.0988	12
转换器	0.0893	649
edge	0.1738	205
7500	0.2099	169
电镀	0.0406	513
共享	0.0924	18
宫廷	0.0275	11
oneplus	0.2934	11
元素	0.0802	38
接头	0.0702	179
summer	0.0257	13
摩托罗拉	0.2932	33
冰蓝	0.0202	11
清爽	0.1024	85
酷乐	0.0843	347
防爆膜	0.1983	34
珍珠	0.1881	39
armour	0.0698	12
kingsignal	0.0257	44
全包	0.0899	1658
打印机	0.0567	62
威迅	0.0407	227
线材	0.0376	47
键盘	0.1102	160
touch	0.3497	52
转换	0.0733	76
6080	0.0588	10
apple	0.3896	262
灵越	0.2256	46
平方	0.0253	38
coolpad	0.3394	18
防刮	0.1807	353
中兴	0.2766	154
cinyobo	0.0099	87
接收器	0.1411	38
插排	0.03	39
优越者	0.1031	400
prolink	0.0064	35
转接线	0.1123	215
koolife	0.1272	1175
5900	0.335	23
手机包	0.0333	40
深蓝	0.1323	35
扎丝	0.1603	11
网络	0.0526	1105
深邃	0.1062	17
1030	0.2003	20
收纳袋	0.0669	14
面盖	0.008	14
0300	0.0101	22
matebook	0.1728	26
双绞线	0.0563	60
传真机	0.0498	10
芯片	0.0481	27
软胶	0.1633	80
屏蔽	0.0352	514
3480	0.0	10
浅蓝	0.2753	13
手感	0.1677	83
女孩	0.0873	11
宽带	0.0667	160
绿色	0.0461	78
双待	0.6571	1547
金属	0.0921	515
荔枝纹	0.1021	29
字型	0.0552	10
音箱	0.0606	103
wings	0.0167	22
x270	0.2296	17
desire	0.1618	10
棕色	0.0415	151
耳机线	0.2054	16
intel	0.1547	42
联盟	0.0325	24
锐明	0.0476	148
电器	0.0111	20
b100	0.0398	18
飞机	0.0093	12
红白	0.0684	26
童真	0.0276	15
语音	0.0445	41
电饭锅	0.1219	12
适配	0.3705	47
四件套	0.262	24
结构	0.056	13
摩登	0.0087	22
皮质	0.1062	20
双面	0.0376	11
座机	0.0653	54
潜水	0.1295	39
5010	0.2181	13
佩克	0.034	61
接口	0.0717	442
1723	0.2795	15
深海	0.5473	11
probook	0.0953	48
高清线	0.0642	420
点心	0.0239	14
竹蜻蜓	0.0101	11
creation	0.0224	71
play	0.3147	15
手机套	0.0911	2209
单模	0.005	87
双莲花	0.1269	37
升级	0.0691	50
超轻	0.3155	199
aiffect	0.0048	23
相机	0.117	15
转换头	0.1044	46
圆形	0.0879	22
插头	0.0705	52
分辨率	0.0434	30
electric	0.034	12
驱动	0.0262	17
安卓	0.0622	129
5568	0.124	12
电气	0.034	12
splus	0.0908	351
显示器线	0.0265	51
数字	0.0653	469
0.25	0.0773	31
海乐	0.0436	145
气球	0.0333	19
奢华	0.0875	10
康佳	0.1345	10
0.23	0.2954	21
莲花	0.0407	10
屏幕	0.1471	430
扬天	0.1335	22
公转	0.0818	65
0.3mm	0.1329	364
极光	0.3912	24
cncob	0.0366	88
core	0.501	48
小新	0.4914	57
直插	0.0303	10
玫瑰	0.1504	762
屏幕膜	0.2577	87
卡固	0.0627	21
钻石	0.1069	39
xiaomi	0.0657	10
boyang	0.0413	110
透白	0.0838	207
臂套	0.0688	21
赛扬	0.1415	16
乐视	0.1506	436
高保真	0.0656	40
双芯	0.0	53
一拖四	0.1073	179
fairy	0.0881	47
金刚	0.2568	11
适配器	0.0557	238
生日	0.0093	12
工艺	0.0394	14
触控屏	0.1289	17
铜线	0.0277	22
浮雕	0.0511	555
powersync	0.0217	218
全铜	0.0522	48
图案	0.0834	43
多功能	0.09	96
发黄	0.2298	24
镜面	0.0719	106
雾面屏	0.1239	25
plus	0.1331	3572
防水袋	0.1263	40
渐变	0.0303	245
金立	0.2223	70
woudsen	0.0526	18
平板	0.0598	308
usb2.0	0.0564	361
畅想	0.0877	14
hdmi	0.0666	513
伯爵	0.0344	61
钢化	0.1495	4326
布线	0.0871	27
识别	0.1229	74
倍思	0.068	299
天机	0.1785	20
6600	0.0312	13
阳光	0.9123	10
天窗	0.0111	10
订单	0.0	11
碳纤维	0.0614	182
翅膀	0.0324	44
气垫	0.2143	37
ugreen	0.1582	211
标识	0.0856	13
蓝牙	0.1592	119
小时	0.1196	10
7010	0.1572	11
炫彩	0.0597	44
金色	0.2538	1155
硬壳	0.0608	1593
护套	0.0395	69
便携式	0.0914	11
招财猫	0.07	22
nova	0.1776	196
保修	0.0	13
扩展	0.0875	332
幻影	0.615	14
左右	0.0702	16
三件套	0.111	54
图腾	0.02	33
白色	0.1367	2154
马赛克	0.0418	57
配色	0.0572	13
水立方	0.0064	35
棉麻	0.0	10
惠普	0.1505	409
开博尔	0.0278	56
空调	0.0301	34
莱斯	0.14	26
钉子	0.0707	12
紫色	0.0249	52
曜石	0.4491	43
宝石	0.2053	24
时代	0.1712	17
原色	0.1011	19
link	0.0551	611
无线	0.1798	39
保护壳	0.0836	2084
紫光	0.0223	10
易贴	0.1446	148
户外	0.1098	50
三孔	0.0719	35
糖果	0.0387	57
8口	0.0585	11
开窗	0.1411	13
pavilion	0.221	108
pro3	0.2777	42
落日	0.3885	20
散热器	0.0744	32
绅士	0.0884	88
samsung	0.3263	127
vivo	0.0746	401
水钻	0.0889	55
note	0.3024	849
格调	0.0223	20
深灰	0.5967	16
cat6	0.0483	424
挂绳	0.1165	119
边防	0.2438	91
功能	0.0455	116
男女	0.0747	183
德州	0.0779	13
旗舰版	0.1922	18
puls	0.0629	13
立式	0.1818	12
电饭煲	0.0483	31
链路	0.0015	76
0015	0.0246	15
黑线	0.0033	34
收纳	0.0763	37
意大利	0.0086	26
节能	0.0589	26
0005	0.0111	10
延长器	0.0674	92
kola	0.2002	295
防水包	0.1259	24
内存	0.778	197
专卖	0.0804	28
三段式	0.0624	24
星空	0.4887	46
冰晶	0.0557	10
一分二	0.1384	146
拼接	0.0392	21
复合	0.0961	11
绞线	0.0692	17
acer	0.153	124
sftp	0.0111	10
通用	0.0535	187
秋叶原	0.0691	209
警长	0.0779	13
指纹	0.1644	81
室内外	0.0451	58
yoga	0.1498	35
宏碁	0.153	124
凯蒂猫	0.0357	25
瓦力	0.0801	91
配送	0.0286	50
卡侬	0.066	57
打印线	0.0328	19
爵士	0.2332	21
2001	0.0867	14
6.5mm	0.0298	53
切换	0.0304	11
配线架	0.0276	42
网通	0.7687	1081
酷卡	0.0111	10
背贴	0.7252	16
6020	0.1065	20
大功率	0.0301	34
扎线带	0.1453	27
碳纤	0.0886	36
镀金	0.0433	506
9350	0.226	94
蝴蝶	0.0121	12
曲面	0.169	354
光纤	0.0253	265
夜行者	0.0652	13
2005	0.1859	10
隐形	0.101	91
甲壳虫	0.0223	10
神器	0.3266	188
环保	0.0513	92
俊逸	0.0363	34
新款	0.0375	93
拉丝	0.0871	40
asus	0.2356	159
0.28	0.2054	42
黄色	0.039	108
取消	0.0	11
以太网	0.0308	34
6010	0.0779	23
线带	0.1031	18
longer	0.0995	17
复古	0.0238	20
莲花头	0.1355	32
超高速	0.0318	27
wifi	0.1455	22
sendio	0.0415	288
酷睿	0.186	16
软套	0.0944	253
中国	0.0864	67
2003	0.0353	10
时尚	0.0942	130
画师	0.174	188
有线	0.0772	119
版本	0.0727	28
同为	0.0805	18
外壳	0.0994	1168
零钱包	0.012	16
尼龙	0.078	73
